image_id,pack_name,image_path,true_label,ai_top1,ai_score_top1,ai_top2,ai_score_top2,ai_top3,ai_score_top3,all_scores_json,options_json,difficulty,approved,notes
objects_beatriz-cavalcanti-4dyLrr15HDc-unsplash,objects,data/packs/objects/images/beatriz-cavalcanti-4dyLrr15HDc-unsplash.jpg,,camera,0.9973036154577961,speaker,0.0016711625027283302,headphones,0.0004982348747486571,"{""camera"": {""text"": ""camera"", ""raw_score"": -1.1989326477050781, ""probability"": 0.9973036154577961}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -7.590468406677246, ""probability"": 0.0016711625027283302}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.800671577453613, ""probability"": 0.0004982348747486571}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -9.076133728027344, ""probability"": 0.0003782704633635721}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.434812545776367, ""probability"": 9.721554567032485e-05}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -11.070138931274414, ""probability"": 5.1501155693068633e-05}}","[""game_controller"", ""camera"", ""headphones"", ""speaker""]",easy,FALSE,
objects_behnam-norouzi-jAvNb9foBuI-unsplash,objects,data/packs/objects/images/behnam-norouzi-jAvNb9foBuI-unsplash.jpg,,speaker,0.8305645889721472,camera,0.11587208879650984,headphones,0.032570026494548605,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -4.103282928466797, ""probability"": 0.8305645889721472}, ""camera"": {""text"": ""camera"", ""raw_score"": -6.072901725769043, ""probability"": 0.11587208879650984}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.341996192932129, ""probability"": 0.032570026494548605}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -8.644783973693848, ""probability"": 0.008851656812860874}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.895292282104492, ""probability"": 0.006890174033639676}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.166881561279297, ""probability"": 0.005251464890293804}}","[""camera"", ""microphone"", ""speaker"", ""headphones""]",easy,TRUE,
objects_benjamin-hershey-s17MCFbQOFw-unsplash,objects,data/packs/objects/images/benjamin-hershey-s17MCFbQOFw-unsplash.jpg,,headphones,0.9292360343753082,speaker,0.05837037577476646,microphone,0.007576135412995733,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -1.934281349182129, ""probability"": 0.9292360343753082}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -4.701835632324219, ""probability"": 0.05837037577476646}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.743640899658203, ""probability"": 0.007576135412995733}, ""camera"": {""text"": ""camera"", ""raw_score"": -7.566032409667969, ""probability"": 0.003328799470624808}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.517159461975098, ""probability"": 0.0012859331831501179}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.364564895629883, ""probability"": 0.0002027217831542762}}","[""headphones"", ""camera"", ""speaker"", ""microphone""]",easy,FALSE,
objects_berke-can-EXiDx2JcFdE-unsplash,objects,data/packs/objects/images/berke-can-EXiDx2JcFdE-unsplash.jpg,,speaker,0.99386243495445,headphones,0.0034586322522331685,microphone,0.002415444897048286,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -2.946115493774414, ""probability"": 0.99386243495445}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.606841087341309, ""probability"": 0.0034586322522331685}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.96583080291748, ""probability"": 0.002415444897048286}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -11.840579986572266, ""probability"": 0.00013630425932471132}, ""camera"": {""text"": ""camera"", ""raw_score"": -12.020320892333984, ""probability"": 0.00011388038943310866}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -14.167461395263672, ""probability"": 1.330324751063176e-05}}","[""camera"", ""headphones"", ""speaker"", ""microphone""]",easy,FALSE,
objects_cai-fang-PwpvOF6H_5k-unsplash,objects,data/packs/objects/images/cai-fang-PwpvOF6H_5k-unsplash.jpg,,microphone,0.8374190870779219,speaker,0.16007760031501286,headphones,0.0015409625914799417,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -2.593216896057129, ""probability"": 0.8374190870779219}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -4.247882843017578, ""probability"": 0.16007760031501286}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.891134262084961, ""probability"": 0.0015409625914799417}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.818882942199707, ""probability"": 0.0006093628355796878}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.974968910217285, ""probability"": 0.00019177597835498675}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -11.148581504821777, ""probability"": 0.000161211201650478}}","[""game_controller"", ""microphone"", ""headphones"", ""speaker""]",easy,TRUE,
objects_camera-obscura-gos66CZtYDQ-unsplash,objects,data/packs/objects/images/camera-obscura-gos66CZtYDQ-unsplash.jpg,,microphone,0.9901576004600607,speaker,0.008294326748489372,headphones,0.0008878453217113552,"{""microphone"": {""text"": ""microphone"", ""raw_score"": 0.20623779296875, ""probability"": 0.9901576004600607}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -4.576054573059082, ""probability"": 0.008294326748489372}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -6.81058406829834, ""probability"": 0.0008878453217113552}, ""camera"": {""text"": ""camera"", ""raw_score"": -7.239642143249512, ""probability"": 0.0005780957229535033}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.6754150390625, ""probability"": 5.0600758676799725e-05}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.14841079711914, ""probability"": 3.1530988108299634e-05}}","[""headphones"", ""microphone"", ""speaker"", ""camera""]",easy,FALSE,
objects_carl-barcelo-AZbziAfU1v0-unsplash,objects,data/packs/objects/images/carl-barcelo-AZbziAfU1v0-unsplash.jpg,,speaker,0.9541802039291949,headphones,0.027601403709787413,microphone,0.01627793460914091,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -1.9269037246704102, ""probability"": 0.9541802039291949}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -5.4698896408081055, ""probability"": 0.027601403709787413}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -5.997945785522461, ""probability"": 0.01627793460914091}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.373844146728516, ""probability"": 0.0015127241897392766}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.015018463134766, ""probability"": 0.00029309391513679124}, ""camera"": {""text"": ""camera"", ""raw_score"": -10.792909622192383, ""probability"": 0.00013463964700069196}}","[""headphones"", ""microphone"", ""game_controller"", ""speaker""]",easy,FALSE,
objects_daniel-lincoln-5Y7v0bTktaI-unsplash,objects,data/packs/objects/images/daniel-lincoln-5Y7v0bTktaI-unsplash.jpg,,speaker,0.580371744347502,microphone,0.2509430533552448,headphones,0.08553987433803203,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -6.228507041931152, ""probability"": 0.580371744347502}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.066949844360352, ""probability"": 0.2509430533552448}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.143193244934082, ""probability"": 0.08553987433803203}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.089849472045898, ""probability"": 0.03319258164882421}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.307638168334961, ""probability"": 0.026696639881540037}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.445608139038086, ""probability"": 0.02325610642885674}}","[""microphone"", ""remote_control"", ""speaker"", ""headphones""]",medium,TRUE,
objects_dao-hi-u-B_iYwNwN0WU-unsplash,objects,data/packs/objects/images/dao-hi-u-B_iYwNwN0WU-unsplash.jpg,,speaker,0.8852731279224465,game_controller,0.03918581617400701,remote_control,0.028308995547360653,"{""speaker"": {""text"": ""speaker"", ""raw_score"": -5.076754570007324, ""probability"": 0.8852731279224465}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -8.1943359375, ""probability"": 0.03918581617400701}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.519471168518066, ""probability"": 0.028308995547360653}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.693477630615234, ""probability"": 0.023787807414653906}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -9.248266220092773, ""probability"": 0.013658807701893505}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.581754684448242, ""probability"": 0.009785445239638483}}","[""speaker"", ""camera"", ""remote_control"", ""game_controller""]",easy,FALSE,
objects_dev-asangbam-Jx0x-ebCRMg-unsplash,objects,data/packs/objects/images/dev-asangbam-Jx0x-ebCRMg-unsplash.jpg,,headphones,0.9926087733538448,microphone,0.0037135107493294632,speaker,0.0036045961254057364,"{""headphones"": {""text"": ""headphones"", ""raw_score"": 0.11205101013183594, ""probability"": 0.9926087733538448}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -5.4763078689575195, ""probability"": 0.0037135107493294632}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -5.506075859069824, ""probability"": 0.0036045961254057364}, ""camera"": {""text"": ""camera"", ""raw_score"": -10.405086517333984, ""probability"": 2.686849346186079e-05}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -10.554769515991211, ""probability"": 2.313325874902821e-05}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.555428504943848, ""probability"": 2.3118019208969886e-05}}","[""speaker"", ""headphones"", ""remote_control"", ""microphone""]",easy,FALSE,
objects_dmitry-kropachev-d-gdVqLQX2s-unsplash,objects,data/packs/objects/images/dmitry-kropachev-d-gdVqLQX2s-unsplash.jpg,,headphones,0.9918887957767747,speaker,0.005710301954110353,microphone,0.002038878625399076,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -0.11431312561035156, ""probability"": 0.9918887957767747}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -5.2716522216796875, ""probability"": 0.005710301954110353}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -6.3015241622924805, ""probability"": 0.002038878625399076}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.792717933654785, ""probability"": 0.00016884167996517776}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.872604370117188, ""probability"": 0.00015587821580374017}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.30258560180664, ""probability"": 3.730374794702841e-05}}","[""headphones"", ""speaker"", ""microphone"", ""camera""]",easy,FALSE,
objects_durmus-kavcioglu-YmCQ7A2-eJw-unsplash,objects,data/packs/objects/images/durmus-kavcioglu-YmCQ7A2-eJw-unsplash.jpg,,microphone,0.8478908777377632,speaker,0.10637515358956581,headphones,0.025048611328234844,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -3.4110374450683594, ""probability"": 0.8478908777377632}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -5.486817359924316, ""probability"": 0.10637515358956581}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -6.932971000671387, ""probability"": 0.025048611328234844}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -7.894620895385742, ""probability"": 0.009575124094858634}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.074481010437012, ""probability"": 0.007998934779326115}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.018749237060547, ""probability"": 0.0031112984702513623}}","[""microphone"", ""remote_control"", ""headphones"", ""speaker""]",easy,FALSE,
objects_elijah-merrell-4BnGQQ2Qoak-unsplash,objects,data/packs/objects/images/elijah-merrell-4BnGQQ2Qoak-unsplash.jpg,,microphone,0.8820854328385613,speaker,0.0933204915996568,headphones,0.017627874883339778,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -3.219381332397461, ""probability"": 0.8820854328385613}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -5.465630531311035, ""probability"": 0.0933204915996568}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.13218879699707, ""probability"": 0.017627874883339778}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.37901496887207, ""probability"": 0.005066525502615276}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -9.497286796569824, ""probability"": 0.00165596422053462}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -11.413442611694336, ""probability"": 0.00024371095529203396}}","[""speaker"", ""headphones"", ""camera"", ""microphone""]",easy,FALSE,
objects_erik-mclean-PIJ_8dgAuto-unsplash,objects,data/packs/objects/images/erik-mclean-PIJ_8dgAuto-unsplash.jpg,,remote_control,0.9982607565675771,speaker,0.0007514480720417464,game_controller,0.0006292100497415837,"{""remote_control"": {""text"": ""remote control"", ""raw_score"": 1.0620155334472656, ""probability"": 0.9982607565675771}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.129752159118652, ""probability"": 0.0007514480720417464}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -6.307289123535156, ""probability"": 0.0006292100497415837}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -7.187244415283203, ""probability"": 0.00026099724496087315}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.789758682250977, ""probability"": 5.256211350202993e-05}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.944515228271484, ""probability"": 4.502595217676044e-05}}","[""camera"", ""game_controller"", ""speaker"", ""remote_control""]",easy,FALSE,
objects_erik-mclean-U-Vu_r6qyyU-unsplash,objects,data/packs/objects/images/erik-mclean-U-Vu_r6qyyU-unsplash.jpg,,remote_control,0.9958528445869823,speaker,0.002148156541368085,game_controller,0.0014616597857216218,"{""remote_control"": {""text"": ""remote control"", ""raw_score"": -0.5533123016357422, ""probability"": 0.9958528445869823}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.6923017501831055, ""probability"": 0.002148156541368085}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -7.077339172363281, ""probability"": 0.0014616597857216218}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.673665046691895, ""probability"": 0.0002961902647658192}, ""camera"": {""text"": ""camera"", ""raw_score"": -9.247859954833984, ""probability"": 0.0001668019409177197}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -10.055925369262695, ""probability"": 7.434688024424468e-05}}","[""speaker"", ""remote_control"", ""camera"", ""game_controller""]",easy,FALSE,
objects_gabriel-alenius-KytMgoFQXEE-unsplash,objects,data/packs/objects/images/gabriel-alenius-KytMgoFQXEE-unsplash.jpg,headphones,headphones,0.550845916753411,speaker,0.39089928620629794,microphone,0.04459144268321907,"{""headphones"": {""text"": ""headphones"", ""raw_score"": -1.8456878662109375, ""probability"": 0.550845916753411}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -2.188693046569824, ""probability"": 0.39089928620629794}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -4.359601020812988, ""probability"": 0.04459144268321907}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -5.892627716064453, ""probability"": 0.009626457307423977}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -7.31640625, ""probability"": 0.002318074173531577}, ""camera"": {""text"": ""camera"", ""raw_score"": -7.615503311157227, ""probability"": 0.0017188228761165388}}","[""headphones"", ""speaker"", ""game_controller"", ""microphone""]",medium,TRUE,
objects_garrhet-sampson-gjrpi1eq5aE-unsplash,objects,data/packs/objects/images/garrhet-sampson-gjrpi1eq5aE-unsplash.jpg,,camera,0.9864020404632132,speaker,0.006144940598251448,remote_control,0.0034033106631278518,"{""camera"": {""text"": ""camera"", ""raw_score"": -1.5621490478515625, ""probability"": 0.9864020404632132}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -6.6405839920043945, ""probability"": 0.006144940598251448}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -7.231464385986328, ""probability"": 0.0034033106631278518}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -7.515103340148926, ""probability"": 0.0025628238786517604}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -8.515719413757324, ""probability"": 0.0009422295546907594}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -9.06381607055664, ""probability"": 0.0005446548420649883}}","[""remote_control"", ""speaker"", ""camera"", ""headphones""]",easy,FALSE,
objects_hardik-sharma-I7rXyzBNVQM-unsplash,objects,data/packs/objects/images/hardik-sharma-I7rXyzBNVQM-unsplash.jpg,,game_controller,0.9931409474151885,remote_control,0.00659909015230127,speaker,0.00010373284457304537,"{""game_controller"": {""text"": ""game controller"", ""raw_score"": 0.38092803955078125, ""probability"": 0.9931409474151885}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -4.633012771606445, ""probability"": 0.00659909015230127}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -8.785881042480469, ""probability"": 0.00010373284457304537}, ""camera"": {""text"": ""camera"", ""raw_score"": -8.789521217346191, ""probability"": 0.00010335592532168228}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -9.706560134887695, ""probability"": 4.131144992835614e-05}, ""microphone"": {""text"": ""microphone"", ""raw_score"": -10.979957580566406, ""probability"": 1.1562212687020089e-05}}","[""headphones"", ""game_controller"", ""speaker"", ""remote_control""]",easy,FALSE,
objects_heshan-perera-7AgpW7p4Ozs-unsplash,objects,data/packs/objects/images/heshan-perera-7AgpW7p4Ozs-unsplash.jpg,camera,microphone,0.522749782578963,camera,0.466076227580147,speaker,0.007892585637141106,"{""microphone"": {""text"": ""microphone"", ""raw_score"": -2.88619327545166, ""probability"": 0.522749782578963}, ""camera"": {""text"": ""camera"", ""raw_score"": -3.0009469985961914, ""probability"": 0.466076227580147}, ""speaker"": {""text"": ""speaker"", ""raw_score"": -7.079372406005859, ""probability"": 0.007892585637141106}, ""remote_control"": {""text"": ""remote control"", ""raw_score"": -8.69709587097168, ""probability"": 0.0015654922744119785}, ""headphones"": {""text"": ""headphones"", ""raw_score"": -8.718018531799316, ""probability"": 0.0015330782864122062}, ""game_controller"": {""text"": ""game controller"", ""raw_score"": -10.844474792480469, ""probability"": 0.0001828336429247296}}","[""speaker"", ""game_controller"", ""microphone"", ""camera""]",hard,TRUE,
